query_id,query_group,query_lang,index_lang,metric,value,measured
q00003_de,q00003,de,en,mrr@100,0.125,True
q00003_de,q00003,de,en,success@1,0.0,True
q00004_de,q00004,de,en,ndcg@10,0.3010299956639812,True
q00004_de,q00004,de,en,recall@10,1.0,True
q00004_de,q00004,de,en,recall@100,1.0,True
q00004_de,q00004,de,en,mrr@100,0.1111111111111111,True
q00004_de,q00004,de,en,success@1,0.0,True
q00005_de,q00005,de,en,ndcg@10,1.0,True
q00005_de,q00005,de,en,recall@10,1.0,True
q00005_de,q00005,de,en,recall@100,1.0,True
q00005_de,q00005,de,en,mrr@100,1.0,True
q00005_de,q00005,de,en,success@1,1.0,True
q00006_de,q00006,de,en,ndcg@10,0.0,True
q00006_de,q00006,de,en,recall@10,0.0,True
q00006_de,q00006,de,en,recall@100,0.0,True
q00006_de,q00006,de,en,mrr@100,0.0,True
q00006_de,q00006,de,en,success@1,0.0,True
q00007_de,q00007,de,en,ndcg@10,0.5,True
q00007_de,q00007,de,en,recall@10,1.0,True
q00007_de,q00007,de,en,recall@100,1.0,True
q00007_de,q00007,de,en,mrr@100,0.3333333333333333,True
q00007_de,q00007,de,en,success@1,0.0,True
q00008_de,q00008,de,en,ndcg@10,0.0,True
q00008_de,q00008,de,en,recall@10,0.0,True
q00008_de,q00008,de,en,recall@100,0.0,True
q00008_de,q00008,de,en,mrr@100,0.0,True
q00008_de,q00008,de,en,success@1,0.0,True
q00009_de,q00009,de,en,ndcg@10,0.0,True
q00009_de,q00009,de,en,recall@10,0.0,True
q00009_de,q00009,de,en,recall@100,0.0,True
q00009_de,q00009,de,en,mrr@100,0.0,True
q00009_de,q00009,de,en,success@1,0.0,True
q00010_de,q00010,de,en,ndcg@10,1.0,True
q00010_de,q00010,de,en,recall@10,1.0,True
q00010_de,q00010,de,en,recall@100,1.0,True
q00010_de,q00010,de,en,mrr@100,1.0,True
q00010_de,q00010,de,en,success@1,1.0,True
q00011_de,q00011,de,en,ndcg@10,0.0,True
q00011_de,q00011,de,en,recall@10,0.0,True
q00011_de,q00011,de,en,recall@100,0.0,True
q00011_de,q00011,de,en,mrr@100,0.0,True
q00011_de,q00011,de,en,success@1,0.0,True
q00012_de,q00012,de,en,ndcg@10,0.0,True
q00012_de,q00012,de,en,recall@10,0.0,True
q00012_de,q00012,de,en,recall@100,0.0,True
q00012_de,q00012,de,en,mrr@100,0.0,True
q00012_de,q00012,de,en,success@1,0.0,True
q00013_de,q00013,de,en,ndcg@10,0.0,True
q00013_de,q00013,de,en,recall@10,0.0,True
q00013_de,q00013,de,en,recall@100,0.0,True
q00013_de,q00013,de,en,mrr@100,0.0,True
q00013_de,q00013,de,en,success@1,0.0,True
q00014_de,q00014,de,en,ndcg@10,0.2890648263178879,True
q00014_de,q00014,de,en,recall@10,1.0,True
q00014_de,q00014,de,en,recall@100,1.0,True
q00014_de,q00014,de,en,mrr@100,0.1,True
q00014_de,q00014,de,en,success@1,0.0,True
q00015_de,q00015,de,en,ndcg@10,0.0,True
q00015_de,q00015,de,en,recall@10,0.0,True
q00015_de,q00015,de,en,recall@100,0.0,True
q00015_de,q00015,de,en,mrr@100,0.0,True
q00015_de,q00015,de,en,success@1,0.0,True
q00016_de,q00016,de,en,ndcg@10,0.0,True
q00016_de,q00016,de,en,recall@10,0.0,True
q00016_de,q00016,de,en,recall@100,0.0,True
q00016_de,q00016,de,en,mrr@100,0.0,True
q00016_de,q00016,de,en,success@1,0.0,True
q00017_de,q00017,de,en,ndcg@10,0.38685280723454163,True
q00017_de,q00017,de,en,recall@10,1.0,True
q00017_de,q00017,de,en,recall@100,1.0,True
q00017_de,q00017,de,en,mrr@100,0.2,True
q00017_de,q00017,de,en,success@1,0.0,True
q00018_de,q00018,de,en,ndcg@10,0.5,True
q00018_de,q00018,de,en,recall@10,1.0,True
q00018_de,q00018,de,en,recall@100,1.0,True
q00018_de,q00018,de,en,mrr@100,0.3333333333333333,True
q00018_de,q00018,de,en,success@1,0.0,True
q00019_de,q00019,de,en,ndcg@10,1.0,True
q00019_de,q00019,de,en,recall@10,1.0,True
q00019_de,q00019,de,en,recall@100,1.0,True
q00019_de,q00019,de,en,mrr@100,1.0,True
q00019_de,q00019,de,en,success@1,1.0,True
q00020_de,q00020,de,en,ndcg@10,1.0,True
q00020_de,q00020,de,en,recall@10,1.0,True
q00020_de,q00020,de,en,recall@100,1.0,True
q00020_de,q00020,de,en,mrr@100,1.0,True
q00020_de,q00020,de,en,success@1,1.0,True
q00001_en,q00001,en,cs,ndcg@10,0.38685280723454163,True
q00001_en,q00001,en,cs,recall@10,1.0,True
q00001_en,q00001,en,cs,recall@100,1.0,True
q00001_en,q00001,en,cs,mrr@100,0.2,True
q00001_en,q00001,en,cs,success@1,0.0,True
q00002_en,q00002,en,cs,ndcg@10,0.3333333333333333,True
q00002_en,q00002,en,cs,recall@10,1.0,True
q00002_en,q00002,en,cs,recall@100,1.0,True
q00002_en,q00002,en,cs,mrr@100,0.14285714285714285,True
q00002_en,q00002,en,cs,success@1,0.0,True
q00003_en,q00003,en,cs,ndcg@10,0.3333333333333333,True
q00003_en,q00003,en,cs,recall@10,1.0,True
q00003_en,q00003,en,cs,recall@100,1.0,True
q00003_en,q00003,en,cs,mrr@100,0.14285714285714285,True
q00003_en,q00003,en,cs,success@1,0.0,True
q00004_en,q00004,en,cs,ndcg@10,0.3010299956639812,True
q00004_en,q00004,en,cs,recall@10,1.0,True
q00004_en,q00004,en,cs,recall@100,1.0,True
q00004_en,q00004,en,cs,mrr@100,0.1111111111111111,True
q00004_en,q00004,en,cs,success@1,0.0,True
q00005_en,q00005,en,cs,ndcg@10,0.3562071871080222,True
q00005_en,q00005,en,cs,recall@10,1.0,True
q00005_en,q00005,en,cs,recall@100,1.0,True
q00005_en,q00005,en,cs,mrr@100,0.16666666666666666,True
q00005_en,q00005,en,cs,success@1,0.0,True
q00006_en,q00006,en,cs,ndcg@10,1.0,True
q00006_en,q00006,en,cs,recall@10,1.0,True
q00006_en,q00006,en,cs,recall@100,1.0,True
q00006_en,q00006,en,cs,mrr@100,1.0,True
q00006_en,q00006,en,cs,success@1,1.0,True
q00007_en,q00007,en,cs,ndcg@10,1.0,True
q00007_en,q00007,en,cs,recall@10,1.0,True
q00007_en,q00007,en,cs,recall@100,1.0,True
q00007_en,q00007,en,cs,mrr@100,1.0,True
q00007_en,q00007,en,cs,success@1,1.0,True
q00008_en,q00008,en,cs,ndcg@10,0.0,True
q00008_en,q00008,en,cs,recall@10,0.0,True
q00008_en,q00008,en,cs,recall@100,0.0,True
q00008_en,q00008,en,cs,mrr@100,0.0,True
q00008_en,q00008,en,cs,success@1,0.0,True
q00009_en,q00009,en,cs,ndcg@10,1.0,True
q00009_en,q00009,en,cs,recall@10,1.0,True
q00009_en,q00009,en,cs,recall@100,1.0,True
q00009_en,q00009,en,cs,mrr@100,1.0,True
q00009_en,q00009,en,cs,success@1,1.0,True
q00010_en,q00010,en,cs,ndcg@10,1.0,True
q00010_en,q00010,en,cs,recall@10,1.0,True
q00010_en,q00010,en,cs,recall@100,1.0,True
q00010_en,q00010,en,cs,mrr@100,1.0,True
q00010_en,q00010,en,cs,success@1,1.0,True
q00011_en,q00011,en,cs,ndcg@10,0.3333333333333333,True
q00011_en,q00011,en,cs,recall@10,1.0,True
q00011_en,q00011,en,cs,recall@100,1.0,True
q00011_en,q00011,en,cs,mrr@100,0.14285714285714285,True
q00011_en,q00011,en,cs,success@1,0.0,True
q00012_en,q00012,en,cs,ndcg@10,0.2890648263178879,True
q00012_en,q00012,en,cs,recall@10,1.0,True
q00012_en,q00012,en,cs,recall@100,1.0,True
q00012_en,q00012,en,cs,mrr@100,0.1,True
q00012_en,q00012,en,cs,success@1,0.0,True
q00013_en,q00013,en,cs,ndcg@10,0.0,True
q00013_en,q00013,en,cs,recall@10,0.0,True
q00013_en,q00013,en,cs,recall@100,0.0,True
q00013_en,q00013,en,cs,mrr@100,0.0,True
q00013_en,q00013,en,cs,success@1,0.0,True
q00014_en,q00014,en,cs,ndcg@10,0.0,True
q00014_en,q00014,en,cs,recall@10,0.0,True
q00014_en,q00014,en,cs,recall@100,0.0,True
q00014_en,q00014,en,cs,mrr@100,0.0,True
q00014_en,q00014,en,cs,success@1,0.0,True
q00015_en,q00015,en,cs,ndcg@10,0.3562071871080222,True
q00015_en,q00015,en,cs,recall@10,1.0,True
q00015_en,q00015,en,cs,recall@100,1.0,True
q00015_en,q00015,en,cs,mrr@100,0.16666666666666666,True
q00015_en,q00015,en,cs,success@1,0.0,True
q00016_en,q00016,en,cs,ndcg@10,0.0,True
q00016_en,q00016,en,cs,recall@10,0.0,True
q00016_en,q00016,en,cs,recall@100,0.0,True
q00016_en,q00016,en,cs,mrr@100,0.0,True
q00016_en,q00016,en,cs,success@1,0.0,True
q00017_en,q00017,en,cs,ndcg@10,0.6309297535714575,True
q00017_en,q00017,en,cs,recall@10,1.0,True
q00017_en,q00017,en,cs,recall@100,1.0,True
q00017_en,q00017,en,cs,mrr@100,0.5,True
q00017_en,q00017,en,cs,success@1,0.0,True
q00018_en,q00018,en,cs,ndcg@10,1.0,True
q00018_en,q00018,en,cs,recall@10,1.0,True
q00018_en,q00018,en,cs,recall@100,1.0,True
q00018_en,q00018,en,cs,mrr@100,1.0,True
q00018_en,q00018,en,cs,success@1,1.0,True
q00019_en,q00019,en,cs,ndcg@10,1.0,True
q00019_en,q00019,en,cs,recall@10,1.0,True
q00019_en,q00019,en,cs,recall@100,1.0,True
q00019_en,q00019,en,cs,mrr@100,1.0,True
q00019_en,q00019,en,cs,success@1,1.0,True
q00020_en,q00020,en,cs,ndcg@10,0.5,True
q00020_en,q00020,en,cs,recall@10,1.0,True
q00020_en,q00020,en,cs,recall@100,1.0,True
q00020_en,q00020,en,cs,mrr@100,0.3333333333333333,True
q00020_en,q00020,en,cs,success@1,0.0,True
q00001_en,q00001,en,de,ndcg@10,0.3333333333333333,True
q00001_en,q00001,en,de,recall@10,1.0,True
q00001_en,q00001,en,de,recall@100,1.0,True
q00001_en,q00001,en,de,mrr@100,0.14285714285714285,True
q00001_en,q00001,en,de,success@1,0.0,True
q00002_en,q00002,en,de,ndcg@10,0.3333333333333333,True
q00002_en,q00002,en,de,recall@10,1.0,True
q00002_en,q00002,en,de,recall@100,1.0,True
q00002_en,q00002,en,de,mrr@100,0.14285714285714285,True
q00002_en,q00002,en,de,success@1,0.0,True
q00003_en,q00003,en,de,ndcg@10,0.3010299956639812,True
q00003_en,q00003,en,de,recall@10,1.0,True
q00003_en,q00003,en,de,recall@100,1.0,True
q00003_en,q00003,en,de,mrr@100,0.1111111111111111,True
q00003_en,q00003,en,de,success@1,0.0,True
q00004_en,q00004,en,de,ndcg@10,0.3010299956639812,True
q00004_en,q00004,en,de,recall@10,1.0,True
q00004_en,q00004,en,de,recall@100,1.0,True
q00004_en,q00004,en,de,mrr@100,0.1111111111111111,True
q00004_en,q00004,en,de,success@1,0.0,True
q00005_en,q00005,en,de,ndcg@10,1.0,True
q00005_en,q00005,en,de,recall@10,1.0,True
q00005_en,q00005,en,de,recall@100,1.0,True
q00005_en,q00005,en,de,mrr@100,1.0,True
q00005_en,q00005,en,de,success@1,1.0,True
q00006_en,q00006,en,de,ndcg@10,0.5,True
q00006_en,q00006,en,de,recall@10,1.0,True
q00006_en,q00006,en,de,recall@100,1.0,True
q00006_en,q00006,en,de,mrr@100,0.3333333333333333,True
q00006_en,q00006,en,de,success@1,0.0,True
q00007_en,q00007,en,de,ndcg@10,0.3333333333333333,True
q00007_en,q00007,en,de,recall@10,1.0,True
q00007_en,q00007,en,de,recall@100,1.0,True
q00007_en,q00007,en,de,mrr@100,0.14285714285714285,True
q00007_en,q00007,en,de,success@1,0.0,True
q00008_en,q00008,en,de,ndcg@10,0.0,True
q00008_en,q00008,en,de,recall@10,0.0,True
q00008_en,q00008,en,de,recall@100,0.0,True
q00008_en,q00008,en,de,mrr@100,0.0,True
q00008_en,q00008,en,de,success@1,0.0,True
q00009_en,q00009,en,de,ndcg@10,0.2890648263178879,True
q00009_en,q00009,en,de,recall@10,1.0,True
q00009_en,q00009,en,de,recall@100,1.0,True
q00009_en,q00009,en,de,mrr@100,0.1,True
q00009_en,q00009,en,de,success@1,0.0,True
q00010_en,q00010,en,de,ndcg@10,0.6309297535714575,True
q00010_en,q00010,en,de,recall@10,1.0,True
q00010_en,q00010,en,de,recall@100,1.0,True
q00010_en,q00010,en,de,mrr@100,0.5,True
q00010_en,q00010,en,de,success@1,0.0,True
q00011_en,q00011,en,de,ndcg@10,0.5,True
q00011_en,q00011,en,de,recall@10,1.0,True
q00011_en,q00011,en,de,recall@100,1.0,True
q00011_en,q00011,en,de,mrr@100,0.3333333333333333,True
q00011_en,q00011,en,de,success@1,0.0,True
q00012_en,q00012,en,de,ndcg@10,0.6309297535714575,True
q00012_en,q00012,en,de,recall@10,1.0,True
q00012_en,q00012,en,de,recall@100,1.0,True
q00012_en,q00012,en,de,mrr@100,0.5,True
q00012_en,q00012,en,de,success@1,0.0,True
q00013_en,q00013,en,de,ndcg@10,0.0,True
q00013_en,q00013,en,de,recall@10,0.0,True
q00013_en,q00013,en,de,recall@100,0.0,True
q00013_en,q00013,en,de,mrr@100,0.0,True
q00013_en,q00013,en,de,success@1,0.0,True
q00014_en,q00014,en,de,ndcg@10,0.0,True
q00014_en,q00014,en,de,recall@10,0.0,True
q00014_en,q00014,en,de,recall@100,0.0,True
q00014_en,q00014,en,de,mrr@100,0.0,True
q00014_en,q00014,en,de,success@1,0.0,True
q00015_en,q00015,en,de,ndcg@10,0.38685280723454163,True
q00015_en,q00015,en,de,recall@10,1.0,True
q00015_en,q00015,en,de,recall@100,1.0,True
q00015_en,q00015,en,de,mrr@100,0.2,True
q00015_en,q00015,en,de,success@1,0.0,True
q00016_en,q00016,en,de,ndcg@10,0.0,True
q00016_en,q00016,en,de,recall@10,0.0,True
q00016_en,q00016,en,de,recall@100,0.0,True
q00016_en,q00016,en,de,mrr@100,0.0,True
q00016_en,q00016,en,de,success@1,0.0,True
q00017_en,q00017,en,de,ndcg@10,1.0,True
q00017_en,q00017,en,de,recall@10,1.0,True
q00017_en,q00017,en,de,recall@100,1.0,True
q00017_en,q00017,en,de,mrr@100,1.0,True
q00017_en,q00017,en,de,success@1,1.0,True
q00018_en,q00018,en,de,ndcg@10,1.0,True
q00018_en,q00018,en,de,recall@10,1.0,True
q00018_en,q00018,en,de,recall@100,1.0,True
q00018_en,q00018,en,de,mrr@100,1.0,True
q00018_en,q00018,en,de,success@1,1.0,True
q00019_en,q00019,en,de,ndcg@10,1.0,True
q00019_en,q00019,en,de,recall@10,1.0,True
q00019_en,q00019,en,de,recall@100,1.0,True
q00019_en,q00019,en,de,mrr@100,1.0,True
q00019_en,q00019,en,de,success@1,1.0,True
q00020_en,q00020,en,de,ndcg@10,1.0,True
q00020_en,q00020,en,de,recall@10,1.0,True
q00020_en,q00020,en,de,recall@100,1.0,True
q00020_en,q00020,en,de,mrr@100,1.0,True
q00020_en,q00020,en,de,success@1,1.0,True
q00001_en,q00001,en,en,ndcg@10,1.0,True
q00001_en,q00001,en,en,recall@10,1.0,True
q00001_en,q00001,en,en,recall@100,1.0,True
q00001_en,q00001,en,en,mrr@100,1.0,True
q00001_en,q00001,en,en,success@1,1.0,True
q00002_en,q00002,en,en,ndcg@10,1.0,True
q00002_en,q00002,en,en,recall@10,1.0,True
q00002_en,q00002,en,en,recall@100,1.0,True
q00002_en,q00002,en,en,mrr@100,1.0,True
q00002_en,q00002,en,en,success@1,1.0,True
q00003_en,q00003,en,en,ndcg@10,1.0,True
q00003_en,q00003,en,en,recall@10,1.0,True
q00003_en,q00003,en,en,recall@100,1.0,True
q00003_en,q00003,en,en,mrr@100,1.0,True
q00003_en,q00003,en,en,success@1,1.0,True
q00004_en,q00004,en,en,ndcg@10,1.0,True
q00004_en,q00004,en,en,recall@10,1.0,True
q00004_en,q00004,en,en,recall@100,1.0,True
q00004_en,q00004,en,en,mrr@100,1.0,True
q00004_en,q00004,en,en,success@1,1.0,True
q00005_en,q00005,en,en,ndcg@10,1.0,True
q00005_en,q00005,en,en,recall@10,1.0,True
q00005_en,q00005,en,en,recall@100,1.0,True
q00005_en,q00005,en,en,mrr@100,1.0,True
q00005_en,q00005,en,en,success@1,1.0,True
q00006_en,q00006,en,en,ndcg@10,1.0,True
q00006_en,q00006,en,en,recall@10,1.0,True
q00006_en,q00006,en,en,recall@100,1.0,True
q00006_en,q00006,en,en,mrr@100,1.0,True
q00006_en,q00006,en,en,success@1,1.0,True
q00007_en,q00007,en,en,ndcg@10,1.0,True
q00007_en,q00007,en,en,recall@10,1.0,True
q00007_en,q00007,en,en,recall@100,1.0,True
q00007_en,q00007,en,en,mrr@100,1.0,True
q00007_en,q00007,en,en,success@1,1.0,True
q00008_en,q00008,en,en,ndcg@10,1.0,True
q00008_en,q00008,en,en,recall@10,1.0,True
q00008_en,q00008,en,en,recall@100,1.0,True
q00008_en,q00008,en,en,mrr@100,1.0,True
q00008_en,q00008,en,en,success@1,1.0,True
q00009_en,q00009,en,en,ndcg@10,1.0,True
q00009_en,q00009,en,en,recall@10,1.0,True
q00009_en,q00009,en,en,recall@100,1.0,True
q00009_en,q00009,en,en,mrr@100,1.0,True
q00009_en,q00009,en,en,success@1,1.0,True
q00010_en,q00010,en,en,ndcg@10,1.0,True
q00010_en,q00010,en,en,recall@10,1.0,True
q00010_en,q00010,en,en,recall@100,1.0,True
q00010_en,q00010,en,en,mrr@100,1.0,True
q00010_en,q00010,en,en,success@1,1.0,True
q00011_en,q00011,en,en,ndcg@10,1.0,True
q00011_en,q00011,en,en,recall@10,1.0,True
q00011_en,q00011,en,en,recall@100,1.0,True
q00011_en,q00011,en,en,mrr@100,1.0,True
q00011_en,q00011,en,en,success@1,1.0,True
q00012_en,q00012,en,en,ndcg@10,1.0,True
q00012_en,q00012,en,en,recall@10,1.0,True
q00012_en,q00012,en,en,recall@100,1.0,True
q00012_en,q00012,en,en,mrr@100,1.0,True
q00012_en,q00012,en,en,success@1,1.0,True
q00013_en,q00013,en,en,ndcg@10,1.0,True
q00013_en,q00013,en,en,recall@10,1.0,True
q00013_en,q00013,en,en,recall@100,1.0,True
q00013_en,q00013,en,en,mrr@100,1.0,True
q00013_en,q00013,en,en,success@1,1.0,True
q00014_en,q00014,en,en,ndcg@10,1.0,True
q00014_en,q00014,en,en,recall@10,1.0,True
q00014_en,q00014,en,en,recall@100,1.0,True
q00014_en,q00014,en,en,mrr@100,1.0,True
q00014_en,q00014,en,en,success@1,1.0,True
q00015_en,q00015,en,en,ndcg@10,1.0,True
q00015_en,q00015,en,en,recall@10,1.0,True
q00015_en,q00015,en,en,recall@100,1.0,True
q00015_en,q00015,en,en,mrr@100,1.0,True
q00015_en,q00015,en,en,success@1,1.0,True
q00016_en,q00016,en,en,ndcg@10,1.0,True
q00016_en,q00016,en,en,recall@10,1.0,True
q00016_en,q00016,en,en,recall@100,1.0,True
q00016_en,q00016,en,en,mrr@100,1.0,True
q00016_en,q00016,en,en,success@1,1.0,True
q00017_en,q00017,en,en,ndcg@10,1.0,True
q00017_en,q00017,en,en,recall@10,1.0,True
q00017_en,q00017,en,en,recall@100,1.0,True
q00017_en,q00017,en,en,mrr@100,1.0,True
q00017_en,q00017,en,en,success@1,1.0,True
q00018_en,q00018,en,en,ndcg@10,1.0,True
q00018_en,q00018,en,en,recall@10,1.0,True
q00018_en,q00018,en,en,recall@100,1.0,True
q00018_en,q00018,en,en,mrr@100,1.0,True
q00018_en,q00018,en,en,success@1,1.0,True
q00019_en,q00019,en,en,ndcg@10,1.0,True
q00019_en,q00019,en,en,recall@10,1.0,True
q00019_en,q00019,en,en,recall@100,1.0,True
q00019_en,q00019,en,en,mrr@100,1.0,True
q00019_en,q00019,en,en,success@1,1.0,True
q00020_en,q00020,en,en,ndcg@10,1.0,True
q00020_en,q00020,en,en,recall@10,1.0,True
q00020_en,q00020,en,en,recall@100,1.0,True
q00020_en,q00020,en,en,mrr@100,1.0,True
q00020_en,q00020,en,en,success@1,1.0,True
